0,1,2,3,4,5,6,7,8,9
-0.12057380875734386,-0.2499511681394199,0.22996142201776706,0.0167084429009972,-0.10314017948753817,-0.09827624017610168,-0.10287851669577218,0.11069419409138094,0.16603863761323676,0.1514172166327936
